diag_id,object_id,method,date,temperature,humidity,illumination,defect_found,defect_description,quality_grade,param1,param2,param3,ml_label
8760,638,MFL,2019-05-11,24.8,69.1,108.1,True,потеря металла - ЯЗВА,недопустимо,49.85,404.3,18.6,high
8761,428,UZK,2020-07-05,12.0,68.5,926.3,True,трещина - ТРЩ,удовлетворительно,40.48,67.6,100.4,medium
8762,704,VIK,2023-07-10,-17.8,20.7,258.5,True,овальность - ОВЛ,удовлетворительно,53.36,287.1,155.8,high
8763,135,TFI,2023-08-24,43.8,41.1,462.3,True,потеря металла - ЯЗВА,допустимо,43.57,332.8,48.9,medium
8764,474,TVK,2020-06-19,17.9,30.8,125.1,False,,удовлетворительно,,,,normal
8765,204,PVK,2025-03-22,-25.8,80.8,586.4,False,,удовлетворительно,,,,normal
8766,302,TFI,2020-12-03,21.5,69.6,286.0,True,потеря металла - ЯЗВА,допустимо,48.35,216.6,69.1,medium
8767,648,UZK,2019-10-04,-11.3,90.7,577.5,True,овальность - ОВЛ,требует_мер,49.11,39.2,194.2,medium
8768,103,MFL,2022-06-12,42.5,49.1,823.6,False,,удовлетворительно,,,,normal
8769,218,MFL,2019-08-02,-9.4,59.4,218.9,True,коррозия - ОБШР,требует_мер,3.72,179.0,95.5,medium
8770,376,TVK,2020-02-18,11.8,50.0,652.3,False,,удовлетворительно,,,,normal
8771,91,MFL,2025-08-02,-17.2,45.0,400.5,False,,удовлетворительно,,,,normal
8772,337,MFL,2019-11-15,-26.8,49.9,539.6,True,трещина - ТРЩ,допустимо,22.96,96.8,30.1,medium
8773,42,MFL,2023-05-11,20.9,22.9,781.1,True,аномалия сварного шва - ШОВ,допустимо,33.05,326.5,165.6,medium
8774,649,VIK,2022-06-11,22.4,43.9,416.2,True,расслоение - ВМТ,удовлетворительно,17.2,461.8,46.1,normal
8775,258,UTWM,2024-02-21,-18.0,26.8,164.9,True,трещина - ТРЩ,удовлетворительно,2.15,218.2,170.3,normal
8776,432,MPK,2016-05-27,-17.1,42.7,741.0,True,расслоение - ВМТ,удовлетворительно,49.9,202.2,36.3,medium
8777,210,VIK,2023-07-03,-18.4,42.4,335.8,True,аномалия сварного шва - ШОВ,допустимо,20.7,229.9,120.1,medium
8778,709,GEO,2018-05-19,16.8,82.1,927.5,True,потеря металла - ЯЗВА,удовлетворительно,3.46,255.5,122.3,normal
8779,379,MFL,2023-09-05,2.1,88.5,224.3,True,овальность - ОВЛ,удовлетворительно,26.17,469.5,81.0,high
8780,448,PVK,2024-08-29,31.1,37.1,895.6,False,,удовлетворительно,,,,normal
8781,162,TFI,2021-10-05,29.1,42.0,945.2,False,,удовлетворительно,,,,normal
8782,585,UZK,2019-11-18,21.2,60.2,350.2,False,,удовлетворительно,,,,normal
8783,267,UZK,2022-08-30,43.5,43.3,145.6,False,,удовлетворительно,,,,normal
8784,473,MFL,2017-05-28,33.6,88.0,345.0,True,коррозия - ОБШР,допустимо,23.14,172.1,129.8,normal
8785,398,TFI,2022-01-30,41.5,41.2,507.2,False,,удовлетворительно,,,,normal
8786,67,MFL,2023-07-29,-8.1,74.7,673.3,True,овальность - ОВЛ,удовлетворительно,38.81,252.7,95.7,medium
8787,486,MFL,2018-09-02,7.7,65.9,910.9,True,вмятина - ПОКН,удовлетворительно,33.92,211.1,71.4,high
8788,449,MPK,2018-02-18,42.6,54.6,504.3,False,,удовлетворительно,,,,normal
8789,392,UZK,2020-08-29,14.8,81.4,379.1,True,вмятина - ПОКН,требует_мер,11.34,260.0,90.4,medium
8790,170,VIBRO,2017-04-05,-23.4,79.2,738.6,True,вмятина - ПОКН,удовлетворительно,51.96,482.4,162.2,high
8791,737,MPK,2022-04-25,-18.4,90.7,170.0,True,овальность - ОВЛ,допустимо,58.43,268.1,27.4,high
8792,20,UZK,2018-12-26,-4.9,94.6,499.2,True,трещина - ТРЩ,допустимо,46.42,104.6,37.5,high
8793,127,TFI,2017-06-17,25.9,31.6,270.7,False,,удовлетворительно,,,,normal
8794,264,UZK,2016-10-29,-26.0,52.7,454.2,True,коррозия - ОБШР,удовлетворительно,47.42,363.0,86.5,high
8795,735,VIK,2018-12-03,35.7,51.9,939.8,True,коррозия - ОБШР,требует_мер,24.53,124.3,179.2,medium
8796,549,MFL,2025-10-20,19.2,78.6,519.4,False,,удовлетворительно,,,,normal
8797,517,TFI,2020-09-10,35.7,94.8,598.3,True,аномалия сварного шва - ШОВ,допустимо,4.59,265.6,36.3,normal
8798,56,VIK,2016-01-20,-23.3,43.9,528.8,False,,удовлетворительно,,,,normal
8799,196,VIK,2017-12-11,1.0,33.2,620.0,False,,удовлетворительно,,,,normal
8800,85,MFL,2018-05-23,-17.1,20.6,157.6,False,,удовлетворительно,,,,normal
8801,174,TFI,2022-09-06,-4.0,71.1,655.2,True,потеря металла - ЯЗВА,требует_мер,3.92,122.1,147.8,medium
8802,210,MPK,2018-06-01,27.2,92.8,410.6,False,,удовлетворительно,,,,normal
8803,564,TVK,2020-12-28,12.0,39.9,759.2,True,овальность - ОВЛ,удовлетворительно,46.16,69.4,168.0,medium
8804,596,VIK,2021-01-19,-4.9,61.7,228.5,False,,удовлетворительно,,,,normal
8805,134,TFI,2023-09-05,-1.5,81.4,300.5,True,коррозия - ОБШР,удовлетворительно,20.04,461.0,130.9,high
8806,412,MFL,2022-06-14,25.9,69.2,868.9,False,,удовлетворительно,,,,normal
8807,467,VIBRO,2020-10-17,24.0,81.1,414.5,False,,удовлетворительно,,,,normal
8808,594,VIK,2021-07-05,0.0,81.0,622.7,True,расслоение - ВМТ,требует_мер,26.66,453.8,178.7,medium
8809,593,RGK,2024-04-18,-26.8,31.9,162.6,False,,удовлетворительно,,,,normal
8810,708,MFL,2022-05-22,36.1,58.9,223.4,False,,удовлетворительно,,,,normal
8811,391,TFI,2017-01-05,-2.5,81.7,776.1,True,аномалия сварного шва - ШОВ,удовлетворительно,13.38,267.4,183.9,normal
8812,266,UZK,2021-11-03,21.5,57.6,408.1,False,,удовлетворительно,,,,normal
8813,703,UZK,2016-08-19,-12.0,83.0,800.0,False,,удовлетворительно,,,,normal
8814,651,RGK,2021-05-17,-14.5,43.6,666.6,False,,удовлетворительно,,,,normal
8815,53,UZK,2022-11-28,-9.8,42.3,447.6,True,вмятина - ПОКН,требует_мер,20.6,210.8,8.3,medium
8816,746,UZK,2024-11-24,24.4,78.3,310.0,False,,удовлетворительно,,,,normal
8817,376,MFL,2017-02-14,5.7,20.6,496.7,True,аномалия сварного шва - ШОВ,допустимо,57.9,141.9,98.1,high
8818,318,UZK,2019-08-13,41.4,80.7,896.3,False,,удовлетворительно,,,,normal
8819,505,UZK,2016-02-09,-9.5,23.9,606.0,True,аномалия сварного шва - ШОВ,удовлетворительно,9.89,426.6,147.6,normal
8820,308,UZK,2023-09-20,-18.4,75.6,227.5,False,,удовлетворительно,,,,normal
8821,618,MFL,2025-06-11,-29.3,90.8,119.9,False,,удовлетворительно,,,,normal
8822,622,TFI,2021-07-30,-26.2,58.8,319.9,True,потеря металла - ЯЗВА,допустимо,48.57,142.3,136.3,high
8823,109,VIBRO,2025-10-14,-1.9,84.1,993.2,False,,удовлетворительно,,,,normal
8824,391,GEO,2017-08-22,-23.5,38.8,459.5,True,вмятина - ПОКН,удовлетворительно,57.47,39.3,162.0,high
8825,277,MFL,2024-05-21,-16.8,81.6,914.3,True,коррозия - ОБШР,недопустимо,13.68,31.5,148.9,high
8826,217,TFI,2019-10-12,8.5,35.3,507.8,False,,удовлетворительно,,,,normal
8827,662,MFL,2016-12-29,2.3,44.4,527.0,False,,удовлетворительно,,,,normal
8828,426,UTWM,2021-11-16,44.5,61.7,591.4,True,коррозия - ОБШР,удовлетворительно,1.24,461.6,160.4,normal
8829,161,UZK,2022-01-04,-1.8,25.0,915.8,True,аномалия сварного шва - ШОВ,удовлетворительно,18.81,231.5,107.7,normal
8830,758,UZK,2019-02-26,4.9,26.7,879.2,True,потеря металла - ЯЗВА,допустимо,52.22,28.7,74.3,high
8831,336,MFL,2022-08-20,-5.9,88.8,247.4,True,расслоение - ВМТ,требует_мер,59.42,238.2,136.3,high
8832,296,MFL,2017-03-26,45.0,46.6,316.8,True,трещина - ТРЩ,недопустимо,14.64,297.0,34.8,high
8833,685,UZK,2023-06-13,-11.6,24.4,831.9,True,расслоение - ВМТ,удовлетворительно,59.95,445.5,155.7,high
8834,532,MFL,2017-11-05,-6.1,63.3,136.8,True,коррозия - ОБШР,требует_мер,9.07,284.3,67.3,medium
8835,366,RGK,2023-04-22,26.1,20.1,381.9,True,коррозия - ОБШР,требует_мер,0.74,447.3,39.2,medium
8836,275,UZK,2020-09-04,-5.9,79.7,109.5,True,вмятина - ПОКН,удовлетворительно,22.53,368.3,110.6,high
8837,21,VIK,2022-01-26,41.0,24.1,391.4,True,расслоение - ВМТ,удовлетворительно,43.35,244.2,111.6,high
8838,509,VIK,2019-09-25,-22.1,67.1,217.2,False,,удовлетворительно,,,,normal
8839,85,UZK,2023-03-19,-19.2,87.0,326.9,True,расслоение - ВМТ,допустимо,48.95,241.1,175.6,medium
8840,530,VIK,2018-10-05,-23.1,57.6,483.5,True,трещина - ТРЩ,допустимо,19.5,339.7,160.9,normal
8841,81,TFI,2019-12-08,-17.8,45.8,538.3,True,потеря металла - ЯЗВА,удовлетворительно,40.72,198.8,168.8,high
8842,609,MFL,2021-07-15,37.5,92.4,989.1,False,,удовлетворительно,,,,normal
8843,253,MFL,2025-03-19,-27.3,62.2,803.6,True,овальность - ОВЛ,удовлетворительно,9.62,338.4,117.9,normal
8844,350,MFL,2018-06-02,-13.0,21.9,945.3,False,,удовлетворительно,,,,normal
8845,203,PVK,2023-04-20,16.3,23.9,547.9,True,аномалия сварного шва - ШОВ,удовлетворительно,37.39,271.6,50.7,medium
8846,549,TFI,2022-11-07,33.2,42.4,815.2,True,коррозия - ОБШР,недопустимо,54.98,279.4,10.0,high
8847,695,TFI,2023-06-05,33.3,27.2,327.9,False,,удовлетворительно,,,,normal
8848,61,MFL,2023-11-21,35.3,38.7,888.0,True,вмятина - ПОКН,удовлетворительно,15.91,462.6,78.5,normal
8849,20,UZK,2024-10-25,-17.9,29.0,717.9,False,,удовлетворительно,,,,normal
8850,750,UZK,2022-05-13,-9.4,69.0,336.4,False,,удовлетворительно,,,,normal
8851,762,MFL,2020-09-30,-4.6,45.9,261.2,False,,удовлетворительно,,,,normal
8852,756,MFL,2024-01-12,29.2,24.7,356.3,True,вмятина - ПОКН,допустимо,16.82,127.8,179.0,normal
8853,698,TFI,2021-01-14,12.3,70.8,750.9,True,коррозия - ОБШР,требует_мер,51.24,150.8,178.9,high
8854,559,UZK,2019-09-27,39.0,55.9,135.0,True,трещина - ТРЩ,допустимо,44.49,11.5,85.2,high
8855,153,VIK,2024-12-02,8.2,46.7,202.8,True,расслоение - ВМТ,недопустимо,31.76,280.5,158.5,high
8856,345,VIK,2017-02-20,33.1,67.3,396.1,True,овальность - ОВЛ,допустимо,48.94,197.3,174.9,high
8857,126,MPK,2021-09-05,16.7,91.9,754.3,True,аномалия сварного шва - ШОВ,допустимо,11.42,395.8,71.2,normal
8858,128,MFL,2018-12-21,15.7,44.8,827.6,True,коррозия - ОБШР,требует_мер,42.26,111.0,81.8,medium
8859,269,GEO,2023-04-09,19.2,35.4,610.3,True,коррозия - ОБШР,удовлетворительно,57.71,361.4,43.5,high
8860,264,TFI,2023-09-14,22.1,81.3,416.8,True,овальность - ОВЛ,допустимо,1.67,417.3,188.4,normal
8861,372,MFL,2018-12-04,-29.2,33.1,277.6,False,,удовлетворительно,,,,normal
8862,126,PVK,2018-03-08,41.4,94.4,407.3,True,овальность - ОВЛ,требует_мер,20.25,195.8,50.5,medium
8863,758,MFL,2016-08-31,13.7,52.5,598.8,False,,удовлетворительно,,,,normal
8864,428,MFL,2017-12-10,40.1,81.5,228.6,False,,удовлетворительно,,,,normal
8865,315,TVK,2025-02-03,15.2,53.5,761.5,True,вмятина - ПОКН,удовлетворительно,59.74,313.7,137.2,high
8866,175,TFI,2024-09-18,-1.7,50.0,378.7,True,расслоение - ВМТ,удовлетворительно,32.45,420.0,48.0,high
8867,714,UZK,2018-08-11,44.9,69.6,548.1,False,,удовлетворительно,,,,normal
8868,625,TFI,2018-12-09,-5.0,83.6,830.3,True,коррозия - ОБШР,удовлетворительно,55.48,143.7,169.8,high
8869,432,MFL,2021-10-24,-1.4,62.9,963.3,False,,удовлетворительно,,,,normal
8870,568,VIK,2020-04-10,19.5,81.5,408.2,True,коррозия - ОБШР,допустимо,48.21,14.0,177.0,high
8871,191,MFL,2021-02-18,-11.0,59.3,421.8,False,,удовлетворительно,,,,normal
8872,117,MFL,2017-04-11,10.3,56.5,794.7,True,овальность - ОВЛ,требует_мер,48.28,455.2,181.6,medium
8873,117,TFI,2022-02-11,20.8,37.4,923.4,False,,удовлетворительно,,,,normal
8874,99,VIK,2020-02-12,15.6,66.5,227.8,True,расслоение - ВМТ,удовлетворительно,0.73,278.6,9.0,normal
8875,256,UZK,2021-09-19,-26.7,36.0,206.9,False,,удовлетворительно,,,,normal
8876,472,MFL,2024-05-01,22.2,27.8,827.9,True,трещина - ТРЩ,допустимо,1.81,71.4,104.1,normal
8877,684,MFL,2024-07-31,28.0,27.2,749.3,False,,удовлетворительно,,,,normal
8878,541,TFI,2024-07-19,9.3,62.2,793.1,False,,удовлетворительно,,,,normal
8879,552,MFL,2024-03-22,-26.7,73.4,858.3,True,аномалия сварного шва - ШОВ,недопустимо,29.78,242.7,157.8,high
8880,509,VIBRO,2017-12-08,18.3,31.1,741.6,True,овальность - ОВЛ,удовлетворительно,24.75,87.8,120.5,medium
8881,164,TFI,2025-06-17,-18.6,49.8,713.4,True,аномалия сварного шва - ШОВ,недопустимо,2.61,196.2,181.4,high
8882,30,UZK,2019-01-13,-2.9,49.7,269.9,True,вмятина - ПОКН,требует_мер,49.72,104.3,6.9,medium
8883,563,MFL,2016-02-15,6.4,22.6,837.3,False,,удовлетворительно,,,,normal
8884,256,UZK,2019-09-08,2.1,73.5,576.8,False,,удовлетворительно,,,,normal
8885,624,TVK,2025-05-11,29.4,63.3,201.8,False,,удовлетворительно,,,,normal
8886,638,MFL,2016-01-16,-10.2,86.2,418.7,True,вмятина - ПОКН,требует_мер,57.71,88.1,198.2,high
8887,68,MFL,2021-02-01,25.6,47.1,659.5,True,вмятина - ПОКН,недопустимо,27.47,268.2,22.6,high
8888,557,TFI,2020-06-18,16.4,40.1,755.4,True,трещина - ТРЩ,требует_мер,1.84,416.1,99.9,medium
8889,55,VIK,2025-11-12,-24.1,87.4,678.7,False,,удовлетворительно,,,,normal
8890,435,UZK,2024-06-05,25.5,81.5,946.2,False,,удовлетворительно,,,,normal
8891,435,UZK,2021-02-19,29.5,38.4,103.3,False,,удовлетворительно,,,,normal
8892,502,UZK,2019-11-17,4.0,89.3,148.3,True,расслоение - ВМТ,допустимо,11.95,485.3,29.4,normal
8893,135,MFL,2023-11-04,19.3,34.7,644.6,False,,удовлетворительно,,,,normal
8894,478,RGK,2021-02-28,30.0,59.2,189.6,True,вмятина - ПОКН,удовлетворительно,21.81,59.9,181.7,medium
8895,521,MFL,2018-06-27,18.3,25.9,765.5,False,,удовлетворительно,,,,normal
8896,88,MFL,2024-09-12,-18.2,68.3,390.2,False,,удовлетворительно,,,,normal
8897,359,VIBRO,2022-07-17,30.7,33.2,500.4,False,,удовлетворительно,,,,normal
8898,647,PVK,2021-08-26,26.6,45.4,199.6,True,трещина - ТРЩ,допустимо,50.17,342.9,193.0,high
8899,454,MFL,2017-07-20,-11.3,26.2,820.8,True,потеря металла - ЯЗВА,требует_мер,2.93,101.6,177.8,medium
8900,790,UTWM,2017-11-04,-20.6,38.5,758.0,True,аномалия сварного шва - ШОВ,требует_мер,52.53,92.6,199.3,high
8901,51,RGK,2021-04-15,39.0,70.9,767.7,False,,удовлетворительно,,,,normal
8902,193,VIK,2020-01-04,-29.2,61.5,512.2,True,расслоение - ВМТ,допустимо,7.36,491.2,84.8,normal
8903,790,VIK,2023-09-19,15.8,29.5,532.2,True,овальность - ОВЛ,допустимо,31.87,56.6,121.0,medium
8904,99,VIK,2022-03-25,25.0,43.3,309.8,True,трещина - ТРЩ,допустимо,16.5,71.4,113.6,normal
8905,796,TFI,2016-02-17,-13.2,64.0,253.1,True,овальность - ОВЛ,допустимо,40.78,129.9,183.1,medium
8906,459,TFI,2018-09-06,33.7,89.8,121.0,True,трещина - ТРЩ,требует_мер,49.88,14.1,9.9,high
8907,704,UZK,2017-01-17,-23.2,93.5,442.6,True,овальность - ОВЛ,удовлетворительно,2.83,448.6,146.4,normal
8908,73,UTWM,2018-09-12,-1.6,38.5,780.0,False,,удовлетворительно,,,,normal
8909,405,MFL,2019-01-24,-8.9,93.1,917.1,False,,удовлетворительно,,,,normal
8910,569,UZK,2024-02-05,16.5,76.7,575.4,True,коррозия - ОБШР,требует_мер,18.8,298.2,176.6,medium
8911,719,VIBRO,2023-01-04,-1.2,79.0,244.9,True,овальность - ОВЛ,удовлетворительно,49.34,347.8,30.9,medium
8912,208,UZK,2021-08-09,-9.9,75.3,224.6,True,овальность - ОВЛ,удовлетворительно,27.73,73.2,136.1,normal
8913,73,MFL,2024-01-30,-25.2,46.7,664.3,True,расслоение - ВМТ,допустимо,36.82,317.2,132.1,medium
8914,357,TFI,2017-04-12,15.9,70.3,494.4,False,,удовлетворительно,,,,normal
8915,626,MFL,2022-04-19,14.4,32.3,652.3,True,коррозия - ОБШР,удовлетворительно,26.09,179.0,80.5,medium
8916,360,UZK,2024-10-20,33.9,45.8,256.0,True,вмятина - ПОКН,требует_мер,5.13,109.3,93.5,medium
8917,589,MFL,2025-03-16,5.0,42.3,733.4,True,трещина - ТРЩ,удовлетворительно,38.48,351.1,175.8,medium
8918,748,UZK,2023-08-21,10.9,85.1,317.9,True,расслоение - ВМТ,допустимо,42.71,362.6,109.4,medium
8919,160,MFL,2022-10-27,-29.0,25.1,291.9,False,,удовлетворительно,,,,normal
8920,322,UZK,2017-04-27,-9.3,75.0,199.4,True,аномалия сварного шва - ШОВ,удовлетворительно,10.42,455.4,144.5,normal
8921,269,TVK,2017-10-25,15.0,45.2,925.1,False,,удовлетворительно,,,,normal
8922,740,VIK,2022-07-17,12.0,22.7,589.6,True,овальность - ОВЛ,допустимо,25.91,476.3,88.7,normal
8923,475,UZK,2024-04-05,-26.1,86.8,423.6,True,коррозия - ОБШР,удовлетворительно,2.64,249.1,45.1,normal
8924,619,UZK,2019-12-21,-1.3,73.3,769.7,False,,удовлетворительно,,,,normal
8925,454,TVK,2020-02-04,27.4,45.6,337.7,True,потеря металла - ЯЗВА,допустимо,57.41,126.0,178.6,high
8926,173,VIK,2024-03-10,-28.7,56.3,292.7,False,,удовлетворительно,,,,normal
8927,698,UZK,2017-06-29,-9.6,54.3,766.4,True,потеря металла - ЯЗВА,допустимо,58.49,28.1,58.4,high
8928,483,TFI,2023-05-13,36.6,70.5,680.0,False,,удовлетворительно,,,,normal
8929,659,MFL,2019-03-04,15.3,55.0,282.4,True,аномалия сварного шва - ШОВ,недопустимо,39.07,230.4,103.1,high
8930,324,UZK,2024-07-12,38.1,59.0,602.3,True,расслоение - ВМТ,допустимо,25.86,310.0,195.3,normal
8931,238,TFI,2020-09-05,32.8,53.2,932.0,False,,удовлетворительно,,,,normal
8932,475,RGK,2025-02-27,27.3,25.6,908.6,True,потеря металла - ЯЗВА,допустимо,45.79,288.4,12.6,medium
8933,71,VIK,2016-02-21,10.0,46.1,742.7,True,аномалия сварного шва - ШОВ,удовлетворительно,3.33,470.3,164.6,normal
8934,622,VIK,2017-12-03,-2.3,53.2,865.0,False,,удовлетворительно,,,,normal
8935,512,UZK,2019-12-29,21.8,92.8,803.5,True,расслоение - ВМТ,удовлетворительно,56.21,385.8,157.1,high
8936,732,UZK,2023-03-19,-19.4,74.6,460.3,False,,удовлетворительно,,,,normal
8937,52,VIK,2019-02-21,40.0,50.0,492.5,True,трещина - ТРЩ,допустимо,18.51,250.2,81.5,normal
8938,423,TFI,2023-04-07,-8.5,23.4,952.2,False,,удовлетворительно,,,,normal
8939,353,PVK,2022-03-04,37.7,26.4,753.7,True,овальность - ОВЛ,удовлетворительно,8.96,399.2,108.2,normal
8940,795,UZK,2024-03-26,32.7,36.3,657.0,True,аномалия сварного шва - ШОВ,удовлетворительно,22.57,269.5,128.3,medium
8941,305,PVK,2017-06-26,-16.3,25.6,890.5,False,,удовлетворительно,,,,normal
8942,714,VIK,2017-06-03,-28.3,77.3,633.7,True,расслоение - ВМТ,допустимо,18.16,204.0,166.6,normal
8943,549,MFL,2022-06-10,38.6,85.4,429.4,True,расслоение - ВМТ,допустимо,57.38,498.3,57.9,high
8944,122,UZK,2019-03-11,-25.4,23.0,648.5,True,трещина - ТРЩ,недопустимо,18.08,57.8,9.3,high
8945,373,UZK,2018-07-26,44.0,80.9,609.4,False,,удовлетворительно,,,,normal
8946,771,UZK,2021-08-22,-12.5,38.9,363.2,True,потеря металла - ЯЗВА,удовлетворительно,21.74,263.7,91.3,normal
8947,712,VIK,2022-05-22,34.8,84.0,215.2,True,потеря металла - ЯЗВА,удовлетворительно,44.92,102.8,85.0,medium
8948,547,TFI,2018-05-15,28.0,43.5,680.3,True,потеря металла - ЯЗВА,требует_мер,19.77,426.0,46.4,medium
8949,314,MFL,2023-01-28,40.6,38.7,264.3,True,вмятина - ПОКН,допустимо,16.93,125.3,57.2,normal
8950,344,UZK,2020-02-10,14.9,82.3,364.7,False,,удовлетворительно,,,,normal
8951,644,UZK,2021-04-08,7.2,44.6,709.3,True,аномалия сварного шва - ШОВ,удовлетворительно,4.22,158.3,166.4,normal
8952,308,MFL,2022-03-25,43.4,80.0,189.0,True,аномалия сварного шва - ШОВ,удовлетворительно,3.78,142.3,85.2,normal
8953,545,UZK,2019-11-25,-15.3,40.6,184.4,False,,удовлетворительно,,,,normal
8954,153,VIK,2020-09-22,27.2,72.7,586.7,True,овальность - ОВЛ,удовлетворительно,42.17,387.0,44.8,medium
8955,252,UZK,2022-09-14,-22.6,87.1,481.0,True,потеря металла - ЯЗВА,требует_мер,9.45,167.1,115.3,medium
8956,726,UTWM,2024-12-27,-4.3,66.5,946.7,True,аномалия сварного шва - ШОВ,недопустимо,57.62,264.3,156.0,high
8957,650,VIBRO,2025-09-06,4.5,43.0,586.7,True,аномалия сварного шва - ШОВ,удовлетворительно,19.37,278.1,162.8,normal
8958,656,GEO,2023-07-26,35.0,60.5,131.1,False,,удовлетворительно,,,,normal
8959,278,UTWM,2025-04-05,36.7,24.9,306.1,True,расслоение - ВМТ,допустимо,27.43,64.1,8.0,normal
8960,416,VIK,2020-04-05,1.6,57.2,654.1,False,,удовлетворительно,,,,normal
8961,64,VIK,2024-03-19,41.5,35.0,285.4,False,,удовлетворительно,,,,normal
8962,439,VIK,2016-11-28,40.9,80.4,506.1,True,расслоение - ВМТ,удовлетворительно,52.17,352.4,80.6,high
8963,685,MPK,2024-09-16,18.7,79.4,885.3,False,,удовлетворительно,,,,normal
8964,338,MFL,2016-10-29,9.9,27.5,884.6,True,коррозия - ОБШР,удовлетворительно,40.1,82.7,180.2,high
8965,699,UZK,2017-10-21,25.0,67.8,321.9,True,потеря металла - ЯЗВА,допустимо,40.48,159.6,8.9,medium
8966,62,UZK,2021-10-15,30.0,76.7,404.1,False,,удовлетворительно,,,,normal
8967,185,GEO,2025-10-10,-19.1,47.9,348.3,True,овальность - ОВЛ,удовлетворительно,36.24,37.4,179.4,high
8968,483,TFI,2020-09-28,18.6,40.4,503.1,True,потеря металла - ЯЗВА,удовлетворительно,36.46,54.5,165.1,high
8969,381,UZK,2020-08-25,-21.7,39.9,967.8,True,потеря металла - ЯЗВА,допустимо,47.35,396.4,181.9,medium
8970,296,MFL,2025-04-16,5.3,33.0,726.4,False,,удовлетворительно,,,,normal
8971,347,VIK,2016-09-12,-11.4,30.5,417.7,True,вмятина - ПОКН,удовлетворительно,21.96,126.5,149.1,medium
8972,710,VIK,2017-05-02,30.5,20.7,555.0,True,коррозия - ОБШР,недопустимо,30.29,465.6,52.6,high
8973,49,TFI,2018-08-17,18.7,72.7,761.0,False,,удовлетворительно,,,,normal
8974,409,TVK,2019-01-11,19.8,51.4,469.1,True,трещина - ТРЩ,недопустимо,4.83,80.2,144.7,high
8975,602,UZK,2023-07-28,33.3,59.5,702.5,False,,удовлетворительно,,,,normal
8976,574,RGK,2021-03-23,33.1,52.9,553.7,True,потеря металла - ЯЗВА,удовлетворительно,54.52,109.6,115.9,high
8977,335,UZK,2025-02-14,1.7,62.6,460.8,True,аномалия сварного шва - ШОВ,допустимо,55.13,401.6,130.6,high
8978,283,UZK,2016-02-01,38.3,40.1,243.5,True,овальность - ОВЛ,допустимо,9.95,470.8,116.2,normal
8979,26,MFL,2016-07-17,38.6,42.3,294.3,False,,удовлетворительно,,,,normal
8980,343,TFI,2023-04-04,43.4,33.1,974.9,False,,удовлетворительно,,,,normal
8981,82,VIK,2023-07-08,38.3,68.2,337.9,True,аномалия сварного шва - ШОВ,требует_мер,58.14,53.8,60.3,high
8982,353,UZK,2024-11-01,6.6,92.1,779.0,True,вмятина - ПОКН,удовлетворительно,23.42,434.7,8.8,normal
8983,639,UZK,2017-08-26,40.4,51.0,128.8,True,коррозия - ОБШР,удовлетворительно,1.15,292.5,85.5,normal
8984,672,MFL,2017-03-30,41.3,88.7,981.9,False,,удовлетворительно,,,,normal
8985,749,RGK,2018-09-21,41.8,61.7,950.3,False,,удовлетворительно,,,,normal
8986,701,VIK,2018-11-24,0.6,40.5,550.0,True,трещина - ТРЩ,недопустимо,1.41,335.4,160.1,high
8987,136,TFI,2017-10-06,16.6,22.2,890.5,True,трещина - ТРЩ,допустимо,3.94,59.7,126.4,normal
8988,8,MFL,2018-11-06,6.7,20.2,317.6,False,,удовлетворительно,,,,normal
8989,487,VIK,2019-06-06,0.4,94.4,244.1,True,потеря металла - ЯЗВА,допустимо,50.34,286.4,66.1,high
8990,630,MPK,2022-09-30,25.5,82.4,114.0,True,коррозия - ОБШР,удовлетворительно,56.62,390.5,196.0,high
8991,783,UZK,2025-02-20,-5.6,51.0,975.7,False,,удовлетворительно,,,,normal
8992,351,TFI,2018-09-25,3.2,58.4,158.8,False,,удовлетворительно,,,,normal
8993,534,MFL,2015-12-19,-25.5,84.2,376.5,True,вмятина - ПОКН,удовлетворительно,34.36,479.7,181.3,high
8994,54,GEO,2019-11-29,-25.8,63.9,564.0,False,,удовлетворительно,,,,normal
8995,438,UZK,2025-06-15,21.0,64.2,692.6,True,вмятина - ПОКН,удовлетворительно,8.74,145.3,30.0,normal
8996,472,UZK,2024-05-31,24.2,56.5,240.9,False,,удовлетворительно,,,,normal
8997,239,VIK,2018-05-14,-11.0,89.7,529.2,False,,удовлетворительно,,,,normal
8998,653,PVK,2022-01-12,38.1,63.9,770.6,False,,удовлетворительно,,,,normal
8999,81,UZK,2018-06-12,29.9,63.0,481.0,False,,удовлетворительно,,,,normal
9000,229,VIBRO,2021-06-20,-22.5,94.3,993.5,True,овальность - ОВЛ,недопустимо,22.56,331.8,50.1,high
9001,201,MFL,2019-09-02,36.6,76.1,617.8,False,,удовлетворительно,,,,normal
9002,29,MFL,2024-06-30,34.1,88.3,680.2,True,овальность - ОВЛ,удовлетворительно,1.39,472.0,27.4,normal
9003,11,TVK,2021-01-31,-21.2,29.4,363.1,True,коррозия - ОБШР,допустимо,27.23,471.9,145.9,high
9004,333,VIK,2017-12-26,-12.1,60.9,234.2,False,,удовлетворительно,,,,normal
9005,315,TFI,2023-03-09,11.0,69.4,517.2,True,аномалия сварного шва - ШОВ,удовлетворительно,38.4,417.8,79.0,high
9006,187,GEO,2016-08-10,14.2,57.4,409.6,False,,удовлетворительно,,,,normal
